iter	Logloss
823	0.2726497436
824	0.2724982272
825	0.2724267552
826	0.2723056493
827	0.2721021845
828	0.2719925655
829	0.2718681807
830	0.2715956013
831	0.2715579044
832	0.2714759741
833	0.2713454172
834	0.2712100597
835	0.2709531891
836	0.270826404
837	0.2707051266
838	0.2704230534
839	0.2703765269
840	0.2702312255
841	0.2701548887
842	0.2700266463
843	0.2699318575
844	0.2698834451
845	0.2696427763
846	0.2694525558
847	0.2694148374
848	0.2691545165
849	0.26904134
850	0.2687983566
851	0.2687258988
852	0.2685558876
853	0.2684642706
854	0.268366953
855	0.2682260663
856	0.2681444575
857	0.2681176475
858	0.2679152114
859	0.2678231872
860	0.2676743925
861	0.2675621804
862	0.2674443534
863	0.2673452142
864	0.2671773675
865	0.2670854076
866	0.266862162
867	0.2668084562
868	0.2665586793
869	0.2665190107
870	0.2664789778
871	0.2663006729
872	0.2662282151
873	0.2659829386
874	0.2658291935
875	0.2656594609
876	0.2655617789
877	0.2654260357
878	0.2653616144
879	0.2652162702
880	0.2650680971
881	0.2649713581
882	0.2649238672
883	0.2648788409
884	0.2645260243
885	0.2644128907
886	0.264204261
887	0.2639446687
888	0.2639360535
889	0.2638484226
890	0.2636413146
891	0.2634826403
892	0.2633105503
893	0.2631413535
894	0.2630236765
895	0.262900899
896	0.2627953519
897	0.2627304591
898	0.2625796715
899	0.2624930264
900	0.2623687916
901	0.2622550793
902	0.2622025308
903	0.2621061989
904	0.2620362057
905	0.261830362
906	0.2617439527
907	0.2616215609
908	0.2615518891
909	0.2614891395
910	0.2613514675
911	0.2611962651
912	0.2610458203
913	0.260647913
914	0.2604166095
915	0.2602261318
916	0.2600982752
917	0.259993821
918	0.2598838806
919	0.2596408544
920	0.2594565702
921	0.2592794868
922	0.2592202519
923	0.2591303922
924	0.2591051252
925	0.2590156298
926	0.2589110042
927	0.2587267844
928	0.2586863443
929	0.2586623631
930	0.2586031067
931	0.2585468507
932	0.258257748
933	0.2579986058
934	0.2579379564
935	0.2578871866
936	0.2577806537
937	0.2576636197
938	0.2574330876
939	0.2572663125
940	0.2572334375
941	0.2571804604
942	0.2571299264
943	0.2570668338
944	0.2569714878
945	0.2569153175
946	0.2568171212
947	0.2567020373
948	0.2565514211
949	0.2563534426
950	0.2562821635
951	0.2561848244
952	0.2561359191
953	0.256009284
954	0.255977352
955	0.2559036941
956	0.2558400872
957	0.2557499703
958	0.2557009793
959	0.2556567674
960	0.2555361116
961	0.2554227207
962	0.2553739869
963	0.255317538
964	0.2551639857
965	0.2550931352
966	0.2549623211
967	0.2548374005
968	0.2547700003
969	0.2546033966
970	0.2545427687
971	0.2544988139
972	0.2544597026
973	0.254333839
974	0.2542875483
975	0.2541621347
976	0.2539405394
977	0.253870889
978	0.253737096
979	0.2536610378
980	0.2536287201
981	0.2533755356
982	0.2531548832
983	0.2530261693
984	0.2529623053
985	0.2528226831
986	0.2527017486
987	0.2526622729
988	0.2523848073
989	0.2523522538
990	0.252220711
991	0.2521462173
992	0.2520816889
993	0.2517903574
994	0.2515730268
995	0.2515011477
996	0.2513808133
997	0.2512961184
998	0.251229897
999	0.2512124308
